transaction_id,merchant_id,customer_id,amount,currency,payment_method,transaction_hour,day_of_week,customer_transaction_count,customer_avg_amount,merchant_avg_amount,amount_deviation,customer_age_days,failed_attempts,device_change,ip_change,country_change,velocity_1h,velocity_24h,previous_chargebacks,previous_fraud_events,checkout_duration,retry_count,subscription,transaction_status,is_fraud,payment_failure,failure_reason,subscription_status,customer_value,previous_successful_payments,recovery_attempts,recovered,recovery_action,recovery_amount
txn_00000023,merchant_00602,customer_002756,645.22,INR,card,10,2,11,1351.34,906.31,-0.5225,1377,0,0,0,0,0,3,0,0,51.48,0,0,captured,0,0,none,none,14864.71,11,0,0,none,0.0
txn_00000024,merchant_00508,customer_007298,1731.23,INR,upi,11,3,8,699.19,1028.85,1.4761,795,0,0,0,0,1,5,0,0,60.57,1,0,captured,0,0,none,none,5593.51,7,0,0,none,0.0
txn_00000025,merchant_00418,customer_015714,5432.44,INR,upi,21,1,14,1377.74,1507.67,2.943,887,0,0,0,0,2,6,0,0,66.44,0,0,captured,0,0,none,none,19288.42,14,0,0,none,0.0
txn_00000026,merchant_00261,customer_014015,461.64,INR,emi,19,0,16,288.01,636.44,0.6028,618,1,0,0,0,0,2,1,0,81.19,1,1,captured,0,0,none,active,4608.23,14,0,0,none,0.0
txn_00000027,merchant_00534,customer_003229,249.24,INR,card,11,0,11,393.26,912.8,-0.3662,694,1,1,0,0,0,1,0,0,76.97,1,1,captured,0,0,none,active,4325.85,9,0,0,none,0.0
txn_00000028,merchant_00354,customer_010046,557.26,INR,upi,6,2,29,768.42,1276.12,-0.2748,867,1,0,0,0,1,5,0,0,33.23,1,0,authorized,0,1,bank_declined,none,22284.32,28,2,0,upi_reminder,0.0
txn_00000029,merchant_00288,customer_001326,585.03,INR,card,19,1,16,1115.94,668.8,-0.4757,2057,0,0,1,0,2,5,0,0,82.47,1,0,captured,0,0,none,none,17854.98,15,0,0,none,0.0
txn_00000030,merchant_00292,customer_001071,6794.45,INR,upi,13,1,7,3108.93,1840.21,1.1855,1321,1,0,1,0,0,3,0,0,63.73,0,1,failed,0,1,network_error,active,21762.5,5,2,0,card_update,0.0
txn_00000031,merchant_00147,customer_011260,573.63,INR,upi,20,2,32,1016.9,912.63,-0.4359,717,0,0,0,0,2,8,0,0,61.36,0,1,captured,0,0,none,active,32540.85,32,0,0,none,0.0
txn_00000032,merchant_00059,customer_005445,3848.42,INR,card,19,6,17,2266.5,988.76,0.698,984,0,0,0,0,0,4,0,0,182.44,0,1,failed,0,1,network_error,active,38530.56,16,1,0,upi_reminder,0.0
txn_00000033,merchant_00360,customer_012678,1264.44,INR,wallet,10,1,31,1039.54,1186.16,0.2163,485,0,0,0,0,3,7,0,0,50.96,1,0,captured,0,0,none,none,32225.84,31,0,0,none,0.0
txn_00000034,merchant_00577,customer_002806,4347.37,INR,upi,12,2,18,1770.87,2757.28,1.4549,2140,0,0,1,0,1,6,0,0,50.31,0,0,captured,0,0,none,none,31875.63,18,0,0,none,0.0
txn_00000035,merchant_00041,customer_002153,1570.8,INR,upi,21,5,18,534.02,730.75,1.9415,1786,1,0,0,1,1,2,0,0,88.38,0,0,captured,0,0,none,none,9612.37,17,0,0,none,0.0
txn_00000036,merchant_00557,customer_012870,6983.48,INR,card,13,6,22,4791.04,3811.21,0.4576,2170,2,0,0,0,0,7,0,0,76.45,0,0,captured,0,0,none,none,105402.91,20,0,0,none,0.0
txn_00000037,merchant_00537,customer_003723,330.59,INR,upi,12,6,20,790.32,1012.27,-0.5817,1614,0,0,0,0,1,7,0,0,20.2,0,0,captured,0,0,none,none,15806.4,20,0,0,none,0.0
txn_00000038,merchant_00179,customer_001046,3864.19,INR,upi,9,1,13,2284.93,1131.04,0.6912,1264,0,1,0,0,2,4,0,0,71.38,1,1,captured,0,0,none,cancelled,29704.15,13,0,0,none,0.0
txn_00000039,merchant_00410,customer_014197,225.13,INR,card,11,5,25,696.9,984.23,-0.677,645,0,0,0,0,2,5,0,0,66.46,0,0,captured,0,0,none,none,17422.39,25,0,0,none,0.0
txn_00000040,merchant_00107,customer_012697,2260.9,INR,wallet,15,5,26,2783.6,1712.01,-0.1878,1053,1,0,0,0,2,5,0,0,128.55,0,1,failed,0,1,network_error,active,72373.66,25,0,1,card_update,1980.24
txn_00000041,merchant_00492,customer_016732,5542.67,INR,upi,15,5,12,2093.68,1693.85,1.6473,757,0,0,0,0,0,4,0,0,136.14,0,0,captured,0,0,none,none,25124.21,12,0,0,none,0.0
txn_00000042,merchant_00455,customer_010782,1474.79,INR,upi,21,3,15,1158.27,844.83,0.2733,820,0,0,0,0,1,6,0,0,9.49,1,0,captured,0,0,none,none,17374.09,14,0,0,none,0.0
txn_00000043,merchant_00230,customer_008576,137.64,INR,card,22,3,17,371.91,704.96,-0.6299,1172,0,0,0,0,3,7,0,0,80.56,0,0,captured,1,0,none,none,6322.5,17,0,0,none,0.0
txn_00000044,merchant_00044,customer_012067,653.5,INR,upi,13,6,9,513.08,1985.31,0.2737,1929,1,0,0,0,0,2,0,0,65.73,1,0,captured,0,0,none,none,4617.74,7,0,0,none,0.0
txn_00000045,merchant_00630,customer_014256,1226.84,INR,upi,21,6,18,519.32,520.57,1.3624,1643,1,0,0,0,2,7,0,0,17.28,1,0,captured,0,0,none,none,9347.7,17,0,0,none,0.0
txn_00000046,merchant_00289,customer_011325,416.46,INR,card,19,2,11,438.88,643.78,-0.0511,1165,1,0,0,0,0,4,0,0,36.37,0,0,captured,0,0,none,none,4827.66,10,0,0,none,0.0
txn_00000047,merchant_00580,customer_005749,6150.45,INR,card,21,5,7,1997.52,1751.4,2.079,2006,0,0,0,0,0,3,0,0,81.7,0,1,failed,0,1,insufficient_funds,active,13982.63,6,3,0,card_update,0.0
txn_00000048,merchant_00440,customer_016016,2096.41,INR,card,18,1,9,1669.48,1368.25,0.2557,255,0,0,0,0,0,4,0,0,37.59,0,0,captured,0,0,none,none,15025.36,7,0,0,none,0.0
txn_00000049,merchant_00505,customer_012658,1073.43,INR,upi,21,6,14,759.31,1105.44,0.4137,2071,0,0,0,0,0,3,0,0,43.22,0,0,captured,0,0,none,none,10630.4,14,0,0,none,0.0
txn_00000050,merchant_00493,customer_015791,1055.11,INR,upi,10,1,19,472.17,791.27,1.2346,2003,0,1,0,0,2,9,0,0,58.74,0,0,captured,0,0,none,none,8971.15,18,0,0,none,0.0
txn_00000051,merchant_00126,customer_010029,492.92,INR,upi,15,3,21,937.7,982.15,-0.4743,1138,0,0,0,0,2,8,0,0,55.78,0,0,refunded,0,0,none,none,19691.65,20,0,0,none,0.0
txn_00000052,merchant_00236,customer_008098,209.07,INR,netbanking,15,2,14,222.76,718.8,-0.0615,35,1,0,0,0,0,4,0,0,31.86,0,0,failed,0,1,insufficient_funds,none,3118.68,13,0,0,support_outreach,0.0
txn_00000053,merchant_00303,customer_015177,1460.2,INR,card,6,3,16,779.6,1044.69,0.873,2137,0,0,0,0,1,5,0,0,15.82,0,0,captured,0,0,none,none,12473.65,16,0,0,none,0.0
txn_00000054,merchant_00323,customer_011009,394.23,INR,upi,23,5,12,1342.32,1527.71,-0.7063,957,2,0,0,0,0,7,1,0,92.17,0,0,failed,0,1,network_error,none,16107.81,10,1,1,card_update,389.0
txn_00000055,merchant_00028,customer_013966,2827.5,INR,card,14,2,14,1319.99,1086.31,1.1421,28,1,0,0,1,0,3,0,0,52.32,0,1,failed,0,1,bank_declined,active,18479.9,12,1,1,upi_reminder,2538.62
txn_00000056,merchant_00355,customer_016018,1631.41,INR,upi,10,6,20,973.49,1718.32,0.6758,926,2,0,0,0,1,6,0,0,123.64,0,0,captured,0,0,none,none,19469.83,17,0,0,none,0.0
txn_00000057,merchant_00100,customer_005114,1223.73,INR,netbanking,14,0,23,880.19,994.09,0.3903,1014,0,0,0,0,0,7,0,0,37.4,1,0,captured,0,0,none,none,20244.4,23,0,0,none,0.0
txn_00000058,merchant_00483,customer_003474,6610.78,INR,card,12,6,15,2430.45,1700.54,1.72,1301,0,0,1,0,0,6,0,0,27.65,1,0,captured,0,0,none,none,36456.82,14,0,0,none,0.0
txn_00000059,merchant_00443,customer_002690,1217.11,INR,upi,13,6,22,1555.39,1380.18,-0.2175,718,0,0,0,0,0,5,0,0,57.82,2,0,failed,0,1,network_error,none,34218.57,21,1,0,card_update,0.0
txn_00000060,merchant_00599,customer_010798,1200.49,INR,upi,12,2,10,2701.45,1868.5,-0.5556,1615,1,0,0,0,0,6,0,0,35.82,0,0,captured,0,0,none,none,27014.47,9,0,0,none,0.0
txn_00000061,merchant_00484,customer_014537,1769.66,INR,upi,19,3,18,504.74,933.96,2.5061,509,0,0,0,0,1,2,0,0,90.86,0,1,captured,0,0,none,active,9085.29,18,0,0,none,0.0
txn_00000062,merchant_00238,customer_017571,870.65,INR,upi,18,3,17,2067.84,2928.97,-0.579,1161,0,0,0,0,0,3,0,0,135.47,1,0,captured,0,0,none,none,35153.23,17,0,0,none,0.0
txn_00000063,merchant_00628,customer_000590,6436.4,INR,card,15,6,3,2623.41,2459.65,1.4535,1811,1,0,0,0,1,4,0,0,76.69,0,0,captured,0,0,none,none,7870.22,2,0,0,none,0.0
txn_00000064,merchant_00267,customer_000029,561.88,INR,upi,14,4,10,513.59,930.73,0.094,1548,1,0,0,0,3,8,0,0,5.82,1,0,captured,0,0,none,none,5135.9,9,0,0,none,0.0
txn_00000065,merchant_00211,customer_012222,1736.54,INR,card,18,4,26,964.03,1260.97,0.8013,1244,0,0,0,0,1,3,0,0,88.6,1,0,captured,0,0,none,none,25064.75,26,0,0,none,0.0
txn_00000066,merchant_00588,customer_004852,712.67,INR,card,8,4,19,1712.08,1068.61,-0.5837,1915,1,0,0,0,0,2,0,0,25.36,0,1,captured,0,0,none,active,32529.6,16,0,0,none,0.0
txn_00000067,merchant_00240,customer_008566,455.7,INR,upi,9,2,8,762.48,756.38,-0.4023,752,0,1,0,0,0,4,0,0,33.66,0,0,captured,0,0,none,none,6099.88,7,0,0,none,0.0
txn_00000068,merchant_00049,customer_001416,1919.54,INR,upi,12,5,15,1121.46,854.0,0.7116,458,0,0,1,0,0,3,0,1,24.14,0,0,captured,0,0,none,none,16821.85,14,0,0,none,0.0
txn_00000069,merchant_00305,customer_001355,1396.65,INR,upi,1,0,7,971.53,434.11,0.4376,640,1,0,0,0,1,7,0,0,82.3,0,1,failed,0,1,authentication_failed,active,6800.74,5,2,1,support_outreach,1380.56
txn_00000070,merchant_00517,customer_009505,671.19,INR,card,15,3,34,1217.44,1625.24,-0.4487,11,0,0,0,0,2,9,0,0,8.83,1,0,captured,0,0,none,none,41393.05,33,0,0,none,0.0
txn_00000071,merchant_00123,customer_012394,3823.61,INR,card,9,6,20,3870.05,1802.85,-0.012,1877,0,0,1,0,2,6,0,0,183.56,1,0,captured,0,0,none,none,77401.1,19,0,0,none,0.0
txn_00000072,merchant_00300,customer_015952,392.89,INR,upi,22,5,22,960.02,1225.31,-0.5907,4,0,0,0,0,1,9,0,0,8.83,0,1,captured,0,0,none,active,21120.38,21,0,0,none,0.0
txn_00000073,merchant_00084,customer_008691,227.05,INR,upi,19,2,14,414.84,980.07,-0.4527,1871,0,0,0,0,0,6,0,0,101.81,1,0,failed,0,1,network_error,none,5807.79,14,1,1,retry_link,192.32
txn_00000074,merchant_00446,customer_011620,393.88,INR,wallet,7,4,17,647.81,609.57,-0.392,1554,0,0,0,0,0,4,0,0,43.21,0,0,captured,0,0,none,none,11012.72,17,0,0,none,0.0
txn_00000075,merchant_00309,customer_015481,138.17,INR,upi,5,1,13,439.84,599.19,-0.6859,666,1,0,0,0,2,4,0,0,80.37,0,0,captured,0,0,none,none,5717.92,12,0,0,none,0.0
txn_00000076,merchant_00214,customer_007773,275.91,INR,upi,1,5,14,304.17,712.8,-0.0929,991,0,0,0,0,1,5,0,0,25.38,2,1,captured,0,0,none,active,4258.33,14,0,0,none,0.0
txn_00000077,merchant_00147,customer_003755,434.99,INR,upi,11,0,13,593.64,912.63,-0.2673,1679,0,0,0,0,0,3,0,0,150.56,2,0,captured,0,0,none,none,7717.34,13,0,0,none,0.0
txn_00000078,merchant_00366,customer_014857,2843.2,INR,upi,21,3,14,1076.4,1769.22,1.6414,1876,0,0,1,0,1,5,0,0,59.0,0,0,captured,0,0,none,none,15069.63,13,0,0,none,0.0
txn_00000079,merchant_00435,customer_000041,619.79,INR,card,13,4,18,1510.03,1154.9,-0.5896,324,1,0,0,0,0,9,0,0,69.05,1,0,captured,0,0,none,none,27180.52,17,0,0,none,0.0
txn_00000080,merchant_00611,customer_004967,1451.73,INR,card,12,1,23,1303.54,546.79,0.1137,849,0,0,0,0,1,4,0,0,47.14,1,0,captured,0,0,none,none,29981.46,23,0,0,none,0.0
txn_00000081,merchant_00284,customer_002348,939.8,INR,upi,23,6,12,847.5,756.25,0.1089,802,1,0,0,0,0,3,0,0,58.64,1,0,captured,0,0,none,none,10170.02,11,0,0,none,0.0
txn_00000082,merchant_00104,customer_011582,292.02,INR,upi,7,1,11,894.55,762.79,-0.6736,2122,0,0,0,0,2,10,0,0,46.83,1,0,captured,0,0,none,none,9840.08,11,0,0,none,0.0
txn_00000083,merchant_00541,customer_004852,72.52,INR,card,22,6,11,622.94,1029.64,-0.8836,1980,0,0,0,0,0,7,0,0,20.56,0,0,captured,0,0,none,none,6852.35,11,0,0,none,0.0
txn_00000084,merchant_00409,customer_006197,248.31,INR,upi,13,2,8,430.1,662.52,-0.4227,1293,0,0,1,0,2,3,0,0,30.87,0,0,captured,0,0,none,none,3440.78,8,0,0,none,0.0
txn_00000085,merchant_00455,customer_011740,2963.12,INR,emi,0,0,18,1013.24,844.83,1.9244,1635,0,0,0,0,0,6,0,0,96.07,0,1,captured,0,0,none,active,18238.26,17,0,0,none,0.0
txn_00000086,merchant_00063,customer_005332,1620.39,INR,card,11,0,20,1034.6,860.61,0.5662,42,1,0,0,0,1,5,0,0,43.7,1,0,captured,0,0,none,none,20692.1,18,0,0,none,0.0
txn_00000087,merchant_00203,customer_006527,1084.72,INR,wallet,21,3,17,1386.62,789.22,-0.2177,1014,0,0,0,0,1,9,0,0,2.02,0,0,captured,0,0,none,none,23572.56,16,0,0,none,0.0
txn_00000088,merchant_00499,customer_008985,787.91,INR,upi,0,2,16,1160.27,1516.77,-0.3209,1248,0,0,0,0,1,2,0,0,53.42,0,0,captured,0,0,none,none,18564.34,15,0,0,none,0.0
txn_00000089,merchant_00540,customer_002128,452.09,INR,card,14,5,9,317.37,479.29,0.4245,1883,0,0,1,0,1,5,0,0,72.19,0,0,captured,0,0,none,none,2856.34,9,0,0,none,0.0
txn_00000090,merchant_00282,customer_016833,2501.97,INR,upi,21,1,20,2671.07,802.03,-0.0633,85,1,0,0,0,2,6,0,0,163.32,1,0,failed,0,1,authentication_failed,none,53421.36,18,1,1,retry_link,2318.02
txn_00000091,merchant_00523,customer_017668,5899.9,INR,wallet,20,4,10,1916.2,1260.49,2.079,887,0,0,0,0,0,1,0,0,165.66,1,1,captured,0,0,none,active,19162.02,9,0,0,none,0.0
txn_00000092,merchant_00547,customer_012834,937.6,INR,card,23,2,14,897.9,623.99,0.0442,945,1,0,0,0,1,4,0,0,40.41,0,0,captured,0,0,none,none,12570.66,13,0,0,none,0.0
txn_00000093,merchant_00251,customer_001948,504.73,INR,card,9,2,9,443.44,918.79,0.1382,1887,0,1,0,0,0,3,0,0,56.16,1,0,captured,0,0,none,none,3991.0,9,0,0,none,0.0
txn_00000094,merchant_00583,customer_008503,876.61,INR,upi,7,1,32,1187.16,1112.82,-0.2616,814,0,1,0,0,0,3,0,0,59.71,1,1,captured,0,0,none,cancelled,37989.17,32,0,0,none,0.0
txn_00000095,merchant_00187,customer_006392,648.89,INR,card,7,3,3,1519.2,846.4,-0.5729,264,0,0,0,0,1,7,1,0,17.92,0,0,captured,0,0,none,none,4557.6,2,0,0,none,0.0
txn_00000096,merchant_00155,customer_002994,956.38,INR,card,10,0,14,519.63,363.96,0.8405,256,0,0,0,0,2,10,0,0,125.4,1,0,refunded,0,0,none,none,7274.79,14,0,0,none,0.0
txn_00000097,merchant_00443,customer_015778,1991.4,INR,upi,10,0,15,2158.56,1380.18,-0.0774,1863,0,0,0,0,0,2,0,0,35.15,1,0,captured,0,0,none,none,32378.35,15,0,0,none,0.0
txn_00000098,merchant_00413,customer_007470,2773.64,INR,card,12,0,19,1888.35,2315.99,0.4688,2174,0,0,0,0,2,6,0,0,33.16,1,0,captured,0,0,none,none,35878.66,19,0,0,none,0.0
txn_00000099,merchant_00090,customer_011747,494.79,INR,upi,9,5,23,568.16,1047.77,-0.1291,2113,0,0,0,0,2,6,0,0,68.89,0,1,captured,0,0,none,active,13067.76,23,0,0,none,0.0
txn_00000100,merchant_00541,customer_012440,340.25,INR,card,10,0,10,722.07,1029.64,-0.5288,615,1,0,1,0,0,1,0,0,16.79,1,0,authorized,0,1,insufficient_funds,none,7220.67,9,1,0,upi_reminder,0.0
txn_00000101,merchant_00129,customer_005756,1732.57,INR,upi,0,5,18,1715.88,1456.85,0.0097,1308,0,1,0,0,1,3,0,0,179.11,0,0,captured,0,0,none,none,30885.8,17,0,0,none,0.0
txn_00000102,merchant_00523,customer_006275,1078.45,INR,card,20,2,15,917.36,1260.49,0.1756,1787,0,0,0,0,2,9,0,0,134.16,0,0,captured,0,0,none,none,13760.34,13,0,0,none,0.0
txn_00000103,merchant_00004,customer_017466,589.01,INR,upi,16,5,14,1513.89,1003.68,-0.6109,1540,0,0,0,0,0,6,0,0,161.05,0,1,captured,0,0,none,active,21194.4,13,0,0,none,0.0
txn_00000104,merchant_00517,customer_014842,1800.39,INR,card,7,1,9,1650.8,1625.24,0.0906,997,2,0,0,0,1,5,0,0,11.57,0,0,captured,0,0,none,none,14857.16,7,0,0,none,0.0
txn_00000105,merchant_00511,customer_009019,628.48,INR,wallet,14,3,20,1163.61,1299.74,-0.4599,968,0,0,0,0,1,3,0,0,122.42,0,0,captured,0,0,none,none,23272.14,18,0,0,none,0.0
txn_00000106,merchant_00507,customer_009604,179.99,INR,upi,8,6,30,1190.27,1324.52,-0.8488,129,0,0,0,0,1,3,0,0,88.08,0,1,captured,0,0,none,active,35708.24,29,0,0,none,0.0
txn_00000107,merchant_00432,customer_000145,325.29,INR,netbanking,12,3,12,312.17,822.29,0.042,1323,0,0,0,0,0,4,0,0,152.91,0,0,captured,0,0,none,none,3745.99,12,0,0,none,0.0
txn_00000108,merchant_00306,customer_003676,689.94,INR,wallet,0,6,24,759.85,1537.6,-0.092,254,0,0,0,0,0,4,1,0,75.69,1,0,captured,0,0,none,none,18236.34,24,0,0,none,0.0
txn_00000109,merchant_00458,customer_000110,1140.35,INR,upi,13,0,23,1386.97,775.19,-0.1778,1680,0,0,0,0,1,4,0,0,145.87,1,0,captured,0,0,none,none,31900.34,22,0,0,none,0.0
txn_00000110,merchant_00180,customer_014506,1022.66,INR,upi,21,1,17,1103.41,1332.5,-0.0732,1722,0,0,0,0,1,6,0,0,82.89,2,0,captured,0,0,none,none,18757.96,17,0,0,none,0.0
txn_00000111,merchant_00507,customer_016938,1278.45,INR,netbanking,1,0,26,978.38,1324.52,0.3067,170,1,0,0,0,2,6,0,0,27.39,0,0,captured,0,0,none,none,25437.82,24,0,0,none,0.0
txn_00000112,merchant_00361,customer_002919,4174.86,INR,wallet,15,5,17,1065.39,2295.74,2.9186,2124,1,0,0,0,0,3,0,0,10.8,0,0,captured,0,0,none,none,18111.59,16,0,0,none,0.0
txn_00000113,merchant_00298,customer_005061,1262.06,INR,upi,4,2,15,1940.69,1550.61,-0.3497,109,0,1,1,0,0,1,0,0,33.62,1,0,captured,0,0,none,none,29110.36,15,0,0,none,0.0
txn_00000114,merchant_00328,customer_006340,158.17,INR,wallet,20,6,10,568.37,1779.69,-0.7217,264,0,0,0,0,0,6,0,0,60.34,0,0,captured,0,0,none,none,5683.71,10,0,0,none,0.0
txn_00000115,merchant_00369,customer_014617,807.16,INR,upi,9,0,15,952.26,789.38,-0.1524,39,1,0,0,0,1,5,0,0,102.16,0,0,captured,0,0,none,none,14283.84,14,0,0,none,0.0
txn_00000116,merchant_00024,customer_007330,81.45,INR,upi,10,4,17,190.13,673.76,-0.5716,1968,0,0,1,0,0,3,0,0,44.27,0,1,captured,0,0,none,active,3232.27,16,0,0,none,0.0
txn_00000117,merchant_00090,customer_000784,837.38,INR,wallet,9,2,17,968.7,1047.77,-0.1356,1306,0,0,1,0,1,7,0,0,22.77,1,0,captured,0,0,none,none,16467.94,16,0,0,none,0.0
txn_00000118,merchant_00159,customer_010545,579.14,INR,upi,20,2,15,2184.86,1421.98,-0.7349,2039,1,0,0,0,0,3,0,0,18.53,0,0,captured,0,0,none,none,32772.88,13,0,0,none,0.0
txn_00000119,merchant_00074,customer_002644,3747.72,INR,card,12,2,14,1324.34,1672.9,1.8299,197,1,0,0,0,2,5,0,0,85.71,0,0,captured,0,0,none,none,18540.8,12,0,0,none,0.0
txn_00000120,merchant_00285,customer_011612,524.97,INR,upi,13,3,31,875.73,977.17,-0.4005,445,1,0,0,0,0,4,0,0,21.32,0,0,captured,0,0,none,none,27147.5,30,0,0,none,0.0
txn_00000121,merchant_00434,customer_015422,1347.82,INR,upi,22,1,12,1527.48,865.23,-0.1176,1805,0,0,0,0,0,5,0,0,98.38,0,1,captured,0,0,none,active,18329.71,11,0,0,none,0.0
txn_00000122,merchant_00425,customer_001217,192.16,INR,wallet,7,3,14,390.6,969.55,-0.508,339,1,0,0,0,2,5,0,0,28.55,0,0,captured,0,0,none,none,5468.41,13,0,0,none,0.0
txn_00000123,merchant_00306,customer_017893,475.59,INR,upi,14,4,9,1244.3,1537.6,-0.6178,2045,0,0,1,0,3,7,0,0,42.13,0,0,captured,0,0,none,none,11198.7,9,0,0,none,0.0
txn_00000124,merchant_00555,customer_011936,454.21,INR,card,8,6,23,315.05,497.68,0.4417,1660,1,0,0,0,1,10,0,0,106.23,2,1,captured,0,0,none,active,7246.07,22,0,0,none,0.0
txn_00000125,merchant_00367,customer_000934,185.91,INR,wallet,10,6,8,560.63,661.11,-0.6684,1255,0,0,0,0,0,4,0,0,135.0,0,0,captured,0,0,none,none,4485.03,7,0,0,none,0.0
txn_00000126,merchant_00051,customer_003960,1692.95,INR,netbanking,19,3,17,940.58,1070.6,0.7999,1952,0,0,1,0,0,5,0,0,22.9,1,0,captured,0,0,none,none,15989.92,17,0,0,none,0.0
